PLL,invmoves,cross_color,TruncatedCaseURL
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'y',yellow,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'y',green,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'y',orange,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'y',red,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
Ra,y2'RU'R2'D'RUR'DRU'RU'R'URUR'y',white,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2
Ra,x'y2'RU'R2'D'RUR'DRU'RU'R'URUR'y',blue,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x
Ra,x2'y2'RU'R2'D'RUR'DRU'RU'R'URUR'y',yellow,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x2
Ra,xy2'RU'R2'D'RUR'DRU'RU'R'URUR'y',green,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x\'
Ra,z'y2'RU'R2'D'RUR'DRU'RU'R'URUR'y',orange,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z
Ra,zy2'RU'R2'D'RUR'DRU'RU'R'URUR'y',red,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z\'
Ra,yRU'R2'D'RUR'DRU'RU'R'URUR'y',white,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'
Ra,x'yRU'R2'D'RUR'DRU'RU'R'URUR'y',blue,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x
Ra,x2'yRU'R2'D'RUR'DRU'RU'R'URUR'y',yellow,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x2
Ra,xyRU'R2'D'RUR'DRU'RU'R'URUR'y',green,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x\'
Ra,z'yRU'R2'D'RUR'DRU'RU'R'URUR'y',orange,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z
Ra,zyRU'R2'D'RUR'DRU'RU'R'URUR'y',red,visualcube.php?size=175&case=yRU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z\'
Ra,RU'R2'D'RUR'DRU'RU'R'URUR'U'y',white,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'
Ra,x'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',blue,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x
Ra,x2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',yellow,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x2
Ra,xRU'R2'D'RUR'DRU'RU'R'URUR'U'y',green,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x\'
Ra,z'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',orange,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z
Ra,zRU'R2'D'RUR'DRU'RU'R'URUR'U'y',red,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z\'
Ra,y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',white,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y
Ra,x'y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',blue,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',yellow,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',green,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',orange,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',red,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
Ra,y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',white,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2
Ra,x'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',blue,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x
Ra,x2'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',yellow,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x2
Ra,xy2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',green,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x\'
Ra,z'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',orange,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z
Ra,zy2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y',red,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z\'
Ra,yRU'R2'D'RUR'DRU'RU'R'URUR'U'y',white,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'
Ra,x'yRU'R2'D'RUR'DRU'RU'R'URUR'U'y',blue,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x
Ra,x2'yRU'R2'D'RUR'DRU'RU'R'URUR'U'y',yellow,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x2
Ra,xyRU'R2'D'RUR'DRU'RU'R'URUR'U'y',green,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x\'
Ra,z'yRU'R2'D'RUR'DRU'RU'R'URUR'U'y',orange,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z
Ra,zyRU'R2'D'RUR'DRU'RU'R'URUR'U'y',red,visualcube.php?size=175&case=yURU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z\'
Ra,RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',white,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'
Ra,x'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',blue,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x
Ra,x2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',yellow,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x2
Ra,xRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',green,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x\'
Ra,z'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',orange,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z
Ra,zRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',red,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z\'
Ra,y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',white,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y
Ra,x'y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',blue,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',yellow,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',green,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',orange,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',red,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
Ra,y2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',white,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2
Ra,x'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',blue,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x
Ra,x2'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',yellow,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x2
Ra,xy2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',green,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x\'
Ra,z'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',orange,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z
Ra,zy2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y',red,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z\'
Ra,yRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',white,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'
Ra,x'yRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',blue,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x
Ra,x2'yRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',yellow,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x2
Ra,xyRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',green,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x\'
Ra,z'yRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',orange,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z
Ra,zyRU'R2'D'RUR'DRU'RU'R'URUR'U2'y',red,visualcube.php?size=175&case=yU2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z\'
Ra,RU'R2'D'RUR'DRU'RU'R'URUR'Uy',white,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'
Ra,x'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',blue,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x
Ra,x2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',yellow,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x2
Ra,xRU'R2'D'RUR'DRU'RU'R'URUR'Uy',green,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x\'
Ra,z'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',orange,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z
Ra,zRU'R2'D'RUR'DRU'RU'R'URUR'Uy',red,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z\'
Ra,y'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',white,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y
Ra,x'y'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',blue,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',yellow,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',green,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',orange,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',red,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
Ra,y2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',white,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2
Ra,x'y2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',blue,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x
Ra,x2'y2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',yellow,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x2
Ra,xy2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',green,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x\'
Ra,z'y2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',orange,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z
Ra,zy2'RU'R2'D'RUR'DRU'RU'R'URUR'Uy',red,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z\'
Ra,yRU'R2'D'RUR'DRU'RU'R'URUR'Uy',white,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'
Ra,x'yRU'R2'D'RUR'DRU'RU'R'URUR'Uy',blue,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x
Ra,x2'yRU'R2'D'RUR'DRU'RU'R'URUR'Uy',yellow,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x2
Ra,xyRU'R2'D'RUR'DRU'RU'R'URUR'Uy',green,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x\'
Ra,z'yRU'R2'D'RUR'DRU'RU'R'URUR'Uy',orange,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z
Ra,zyRU'R2'D'RUR'DRU'RU'R'URUR'Uy',red,visualcube.php?size=175&case=yU\'RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z\'
Ra,RU'R2'D'RUR'DRU'RU'R'URUR'y2',white,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'
Ra,x'RU'R2'D'RUR'DRU'RU'R'URUR'y2',blue,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x
Ra,x2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',yellow,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x2
Ra,xRU'R2'D'RUR'DRU'RU'R'URUR'y2',green,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x\'
Ra,z'RU'R2'D'RUR'DRU'RU'R'URUR'y2',orange,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z
Ra,zRU'R2'D'RUR'DRU'RU'R'URUR'y2',red,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z\'
Ra,y'RU'R2'D'RUR'DRU'RU'R'URUR'y2',white,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y
Ra,x'y'RU'R2'D'RUR'DRU'RU'R'URUR'y2',blue,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'y2',yellow,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'y2',green,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'y2',orange,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'y2',red,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
Ra,y2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',white,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2
Ra,x'y2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',blue,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x
Ra,x2'y2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',yellow,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x2
Ra,xy2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',green,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x\'
Ra,z'y2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',orange,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z
Ra,zy2'RU'R2'D'RUR'DRU'RU'R'URUR'y2',red,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z\'
Ra,yRU'R2'D'RUR'DRU'RU'R'URUR'y2',white,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'
Ra,x'yRU'R2'D'RUR'DRU'RU'R'URUR'y2',blue,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x
Ra,x2'yRU'R2'D'RUR'DRU'RU'R'URUR'y2',yellow,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x2
Ra,xyRU'R2'D'RUR'DRU'RU'R'URUR'y2',green,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x\'
Ra,z'yRU'R2'D'RUR'DRU'RU'R'URUR'y2',orange,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z
Ra,zyRU'R2'D'RUR'DRU'RU'R'URUR'y2',red,visualcube.php?size=175&case=y2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z\'
Ra,RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',white,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'
Ra,x'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',blue,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x
Ra,x2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',yellow,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x2
Ra,xRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',green,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x\'
Ra,z'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',orange,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z
Ra,zRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',red,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z\'
Ra,y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',white,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y
Ra,x'y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',blue,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',yellow,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',green,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',orange,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',red,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
Ra,y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',white,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2
Ra,x'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',blue,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x
Ra,x2'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',yellow,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x2
Ra,xy2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',green,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2x\'
Ra,z'y2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',orange,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z
Ra,zy2'RU'R2'D'RUR'DRU'RU'R'URUR'U'y2',red,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y2z\'
Ra,yRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',white,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'
Ra,x'yRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',blue,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x
Ra,x2'yRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',yellow,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x2
Ra,xyRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',green,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'x\'
Ra,z'yRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',orange,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z
Ra,zyRU'R2'D'RUR'DRU'RU'R'URUR'U'y2',red,visualcube.php?size=175&case=y2URU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y\'z\'
Ra,RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',white,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'
Ra,x'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',blue,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x
Ra,x2'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',yellow,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x2
Ra,xRU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',green,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'x\'
Ra,z'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',orange,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z
Ra,zRU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',red,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'z\'
Ra,y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',white,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'y
Ra,x'y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',blue,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx
Ra,x2'y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',yellow,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx2
Ra,xy'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',green,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yx\'
Ra,z'y'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',orange,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz
Ra,zy'RU'R2'D'RUR'DRU'RU'R'URUR'U2'y2',red,visualcube.php?size=175&case=y2U2RU\'R\'U\'RUR\'UR\'D\'RU\'R\'DR2UR\'yz\'
